01:10:51.2,10:10:55.3,04.2
01:18:56.4,01:19:12.2,15.8
01:20:00.4,01:20:00.3,04.7
01:22:59.9,01:23:05.9,06.1
01:26:01.7,01:26:06.7,05.0
01:26:21.1,01:26:23.7,02.6
01:26:50.6,01:26:53.1,02.6
01:26:59.2,01:27:01.8,02.6
01:27:56.4,01:27:57.8,01.5
01:28:36.1,01:28:51.3,15.2
01:29:03.7,01:29:05.2,01.6
01:29:11.2,01:29:15.4,04.3
01:29:21.0,01:29:28.6,07.6
01:40:01.8,01:40:05.4,03.7
01:40:42.2,01:40:46.8,04.7
01:40:56.6,01:40:59.8,03.3
01:42:14.5,01:42:18.2,03.7
01:48:24.7,01:48:27.5,02.9
01:49:14.0,01:49:16.0,02.2
01:53:16.7,01:53:18.7,02.0
01:53:22.8,01:53:25.6,02.9
01:56:45.1,01:56:56.5,11.5
02:01:53.1,02:01:56.0,03.0
02:02:36.6,02:02:51.1,14.6
02:02:59.6,02:03:10.0,10.5
02:03:21.4,02:03:33.3,11.9
02:03:34.6,02:03:36.5,02.0
02:03:39.7,02:03:47.9,08.2
02:03:51.6,02:03:57.6,06.1
02:04:03.3,02:04:12.1,08.9
02:04:25.9,02:04:45.5,19.8
02:04:50.1,02:04:58.3,08.3
02:05:00.8,02:05:05.5,04.5
02:05:08.8,02:05:15.0,06.2
02:05:16.1,02:05:23.0,06.9
02:05:24.4,02:05:27.1,03.0
02:05:32.0,02:05:37.0,05.1
02:05:45.7,02:05:50.0,04.4
02:06:08.5,02:06:22.1,13.6
02:06:23.7,02:06:27.8,04.1
02:06:34.9,02:06:41.4,06.5
02:07:08.3,02:07:17.3,09.2
02:07:37.2,02:07:52.4,15.3
02:07:54.2,02:07:55.1,01.1
02:07:59.3,02:08:11.3,11.5
02:08:51.5,02:09:01.2,09.8
02:09:07.4,02:09:24.8,17.5
02:09:30.6,02:09:43.8,13.2
02:09:49.1,02:09:55.4,06.3
02:11:55.4,02:12:05.5,10.3
02:12:08.2,02:12:13.5,05.4
2:12:42.9,02:12:47.0,04.2
02:14:24.1,02:14:29.7,05.8
02:16:34.8,02:16:42.6,07.9
02:16:46.7,02:16:48.1,01.9
02:16:50.6,02:16:55.2,04.8
02:17:04.9,02:17:08.3,03.5
02:17:17.1,02:17:22.8,05.8
02:17:34.4,02:17:39.3,04.8
02:17:41.4,02:17:44.0,02.7
02:17:48.5,02:17:54.3,05.9
02:17:56.6,02:18:00.8,04.3
02:18:03.9,02:18:10.0,06.2
02:18:12.2,02:18:15.8,03.7
02:18:23.3,02:18:26.2,03.0
02:18:30.1,02:18:34.3,04.3
02:18:42.9,02:18:48.3,05.5
02:18:57.9,02:19:01.1,03.3
02:19:08.0,02:19:11.2,03.1
02:19:15.4,02:19:20.4,05.0
02:19:23.1,02:19:24.3,01.4
02:19:30.6,02:19:35.0,04.4
02:20:01.7,02:20:05.6,03.9
02:20:07.3,02:20:11.7,04.5
02:20:25.4,02:20:28.5,03.2
02:20:32.2,02:20:35.2,03.2
02:21:24.7,02:21:27.7,03.1
02:22:15.9,02:22:28.2,12.4
02:22:55.5,02:22:58.9,03.5
02:23:01.6,02:23:10.2,08.7
02:23:20.2,02:23:34.0,13.9
02:23:39.5,02:23:45.9,06.5
02:25:31.7,02:25:35.7,04.1
02:25:38.9,02:25:40.8,01.9
02:25:45.8,02:25:49.6,03.8
02:26:18.3,02:26:23.7,05.5
02:26:32.2,02:26:37.6,05.5
02:27:21.6,02:27:24.0,02.5
02:27:33.1,02:27:51.8,18.9
02:28:19.6,02:28:41.4,21.9
02:28:51.8,02:29:04.6,12.9
02:29:06.7,02:29:12.3,05.7
02:29:17.2,02:29:20.6,03.5
02:31:43.1,02:31:53.9,10.9
02:33:42.9,02:33:53.4,10.5
02:34:51.1,02:35:04.4,13.3
02:35:12.9,02:35:16.4,03.5
02:35:53.2,02:35:55.4,02.2
02:37:56.9,02:37:58.7,01.8
02:45:09.1,02:45:12.6,03.5
02:45:31.2,02:45:33.6,02.5
02:46:36.8,02:46:42.3,05.5
02:47:14.5,02:47:29.6,15.2
02:56:10.8,02:56:18.0,07.3
02:57:28.9,02:57:32.0,03.3
03:05:19.5,03:05:25.5,06.1
03:07:07.1,03:07:19.3,12.2
03:08:38.3,03:08:40.1,01.9
03:21:35.8,03:21:46.4,10.7
03:24:45.6,03:24:47.4,01.8
03:25:01.0,03:25:10.0,09.0
03:25:28.9,03:25:31.4,02.6
03:25:39.0,03:25:44.7,05.8
03:26:34.9,03:26:37.8,03.0
03:32:16.1,03:32:21.0,05.0
03:32:46.5,03:32:49.0,02.6
03:33:22.9,03:33:29.1,06.3
03:33:37.6,03:33:57.8,20.2
03:34.23.7,03:34:32.8,09.2
03:35:00.8,03:35:04.9,04.2
03:40:51.4,03:40:53.8,02.5
03:40:57.0,03:40:58.3,01.4
03:41:03.6,03:41:08.1,04.6
03:42:06.2,03:42:13.7,07.6
03:42:58.4,03:43:01.5,03.0
03:49:20.6,03:49:35.6,15.1
03:59:54.8,03:59:57.8,03.0
04:06:00.8,04:06:06.1,02.3
04:08:02.0,04:08:03.6,01.3
04:09:05.1,04:09:20.2,15.2
04:09:25.1,04:09:29.4,04.4
04:11:06.4,04:11:11.7,05.3
04:13:40.0,04:13:41.2,01.4
04:24:50.3,04:24:53.7,03.5
04:26:53.1,04:26:58.5,05.5
04:27:02.1,04:27:03.9,01.9
04:27:10.4,04:27:19.6,09.3
04:27:21.9,04:27:31.6,09.8
04:27:37.1,04:27:39.9,02.8
04:27:43.6,04:27:50.6,07.1
04:27:59.3,04:28:06.9,07.7
04:28:08.1,04:28:10.0,02.0
04:28:15.4,04:28:17.9,02.7
04:28:22.7,04:28:29.9,07.3
04:28:54.7,04:29:09.4,14.8
04:29:09.2,04:29:31.7,02.6
02:29:35.6,04:29:49.8,14.3
04:29:55.2,04:30:15.7,20.7
04:31:31.3,04:31:07.8,06.5
04:40:38.1,04:40:42.9,04.9
04:41:08.6,04:41:21.5,12.9
04:42:54.2,04:43:11.1,17.0
04:43:48.5,04:43:52.5,04.1
04:43:58.8,04:44:02.3,03.6
04:44:27.1,04:44:36.7,09.7
04:51:54.6,04:52:01.6,07.1
05:11:16.6,05:11:30.2,13.7
05:11:39.7,05:11:57.7,18.0
05:12:14.4,05:12:26.1,11.8
05:12:29.6,05:12:35.3,05.9
05:23:57.9,05:24:00.9,03.1
05:24:21.2,05:24:25.2,04.2
05:24:38.2,05:24:47.0,08.8
05:40:26.9,05:40:29.5,02.7
05:42:18.0,05:42:20.5,02.6
05:42:29.0,05:42:31.6,02.7
05:43:04.5,05:43:15.1,10.7
05:45:27.0,05:45:34.2,07.3
05:45:57.3,05:46:02.9,05.6
05:46:30.6,05:46:34.0,03.4
05:46:40.1,05:46:45.3,05.3
05:46:48.1,05:46:52.4,04.4
05:46:57.4,05:47:00.1,02.8
05:47:52.6,05:47:59.1,06.5
05:48:12.0,05:48:13.6,01.6
05:48:23.8,05:48:29.1,05.4
05:48:31.0,05:48:33.8,02.9
05:48:45.2,05:48:51.4,06.2
05:48:53.0,05:48:58.9,06.0
05:49:06.0,05:49:10.2,04.3
05:49:12.9,05:49:29.4,16.5
05:49:35.4,05:49:47.6,12.3
05:49:51.0,05:50:02.2,11.3
05:50:06.7,05:50:11.6,04.9
05:50:16.3,05:50:21.4,03.9
05:50:24.6,05:50:34.9,10.3
05:50:53.8,05:51:04.1,10.4
05:51:32.9,05:51:35.2,02.3
05:51:54.2,05:51:57.0,02.9
05:51:58.7,05:52:01.1,02.4
05:52:02.7,05:52:05.6,03.0
05:52:08.8,05:52:11.4,02.7
05:52:13.0,05:52:13.9,01.0
05:52:26.7,05:52:32.9,06.4
05:52:41.3,05:52:44.6,03.4
05:52:47.2,05:52:50.8,03.6
05:52:53.9,05:52:56.0,02.2
05:52:59.1,05:53:04.1,04.9
05:53:17.9,05:53:20.0,02.2
05:53:21.3,05:53:23.3,02.1
05:53:45.5,05:53:47.7,02.2
05:53:50.9,05:53:52.8,02.0
05:54:00.6,05:54:07.6,07.0
05:54:10.4,05:54:12.1,01.8
05:54:17.8,05:54:21.6,03.9
05:55:05.4,05:55:11.4,06.1
05:55:23.3,05:55:29.6,06.3
05:55:37.1,05:55:43.6,06.6
05:55:57.0,05:55:59.8,02.9
05:56:34.5,05:56:42.3,06.4
05:56:51.1,05:57:11.9,20.9
05:57:22.8,05:57:25.0,02.3
05:57:26.8,05:57:28.5,01.8
05:59:05.9,05:59:09.6,03.8
05:59:37.4,05:59:41.9,04.1
05:59:50.5,05:59:58.1,07.7
06:00:04.8,06:00:10.6,05.9
06:00:17.5,06:00:24.7,07.3
06:00:46.3,06:00:50.4,04.1
06:01:33.6,06:01:35.8,02.3
06:01:55.5,06:01:58.5,03.1
06:02:09.6,06:02:11.9,02.4
06:02:22.7,06:02:26.2,03.5
06:03:20.9,06:03:42.2,21.3
06:03:44.8,06:03:47.1,02.8
06:03:50.1,06:03:56.7,06.7
06:04:01.7,06:04:08.7,07.1
06:04:11.8,06:04:14.5,02.9
06:04:17.2,06:04:22.8,05.6
06:04:28.1,06:04:35.6,07.6
06:04:39.0,06:04:42.6,03.6
06:04:45.7,06:04:49.1,03.5
06:19:29.6,06:19:33.1,03.6
06:27:03.5,06:27:13.2,09.8
06:35:10.3,06:35:17.2,07.0
06:39:10.2,06:39:15.8,05.7
06:55:24.3,06:55:34.6,10.3
07:10:06.6,07:10:09.3,02.7
07:23:03.7,07:23:11.4,07.7
07:23:18.4,07:23:30.0,11.3
07:25:20.1,07:25:29.6,09.6
07:25:36.9,07:25:40.0,03.2
07:26:38.0,07:26:39.3,01.4
07:26:52.1,07:27:04.3,12.3
07:27:19.3,07:27:21.8,02.6
07:35:49.7,07:35:57.3,07.7
07:36:23.0,07:36:35.4,12.5
07:56:26.4,07:56:39.7,12.9
08:08:29.9,08:08:35.3,05.4
08:09:05.3,08:09:19.7,14.5
08:09:27.6,08:09:31.4,03.8
08:09:53.7,08:10:10.6,17.0
08:10:17.1,08:10:21.7,04.7
08:10:30.4,08:10:40.8,10.5
08:10:47.5,08:10:57.8,10.4
08:11:02.9,08:11:07.1,04.2
08:11:09.4,08:11:16.1,06.9
08:11:17.6,08:11:31.2,13.7
08:12:12.5,08:12:16.9,04.5
08:12:21.1,08:12:29.9,8.9
08:12:36.1,08:12:43.5,07.5
08:20:41.2,08:20:53.4,12.3
08:20:57.5,08:21:01.3,03.9
08:21:23.8,08:21:32.8,09.1
08:22:02.1,08:22:06.9,04.9
08:22:34.6,08:22:40.2,05.7
08:22:52.9,08:22:55.2,02.4
08:25:55.7,08:25:59.5,03.8
08:30:02.3,08:30:05.9,03.7
08:46:25.1,08:46:30.7,05.6
08:46:31.9,08:46:33.9,02.1
08:48:47.0,08:48:51.4,04.5
08:48:59.5,08:49:07.1,07.7
08:49:30.1,08:49:32.4,02.4
08:52:13.8,08:52:19.6,05.8
08:54:24.0,08:54:32.1,08.2
08:55:55.1,08:56:00.7,05.7
08:56:03.4,08:56:10.1,06.7
08:56:30.9,08:56:35.6,04.7
09:14:14.5,09:14:31.0,16.6
09:16:26.4,09:16:31.5,05.2
09:16:47.7,09:16:55.7,08.1
09:16:58.9,09:17:01.7,02.8
09:17:20.1,09:17:21.8,01.8
09:17:30.0,09:17:36.6,06.7
09:18:57.8,09:19:03.7,06.0
09:19:12.1,09:19:34.0,22.0
09:19:41.0,09:19:45.2,04.3
09:19:52.3,09:20:04.9,12.7
09:20:06.1,09:20:15.4,09.4
09:20:25.5,09:20:35.9,10.5
09:20:37.8,09:20:42.3,04.6
09:20:54.0,09:21:00.5,06.6
09:30:57.6,09:31:00.01,02.6
09:41:03.8,09:41:21.0,17.2
09:41:25.1,09:41:32.6,07.6
09:41:35.8,09:41:38.6,02.9
09:41:44.6,09:41:52.2,07.7
09:41:56.1,09:41:57.9,01.9
09:42:00.5,09:42:07.6,07.2
09:42:13.8,09:42:16.1,02.4
09:42:24.8,09:42:28.9,04.1
09:42:33.1,09:42:35.4,02.4
09:43:09.8,09:43:20.1,10.4
09:48:57.8,09:48:59.9,02.3
09:51:31.9,09:51:40.7,08.9
09:52:16.4,09:52:21.1,04.8
09:53:19.8,09:53:48.1,28.5
09:53:55.3,09:54:03.2,07.9
09:54:09.4,09:54:20.4,11.2
09:54:47.6,09:55:00.7,13.2
09:55:35.6,09:55:41.0,05.5
09:55:42.4,09:55:44.8,02.7
10:18:08.2,10:18:10.0,01.8
10:19:27.2,10:19:37.7,10.6
10:27:46.6,10:27:51.2,04.7
10:33:50.3,10:34:01.5,11.3
10:34:03.6,10:34:11.0,07.5
10:34:14.6,10:34:25.4,10.9
10:34:41.3,10:34:56.8,15.5
10:35:08.0,10:35:15.3,07.3
10:35:25.8,10:35:31.3,05.7
10:35:55.2,10:36:00.7,05.6
10:37:01.5,10:37:08.4,07.0
10:37:21.2,10:37:23.5,02.4
10:37:24.8,10:37:26.4,01.7
10:37:28.9,10:37:31.1,02.3
10:37:38.6,10:37:40.4,01.9
10:37:43.3,10:37:45.1,01.9
10:37:46.9,10:37:48.7,01.9
10:37:56.8,10:37:58.6,02.0
10:38:02.7,10:38:04.4,01.8
10:38:14.0,10:38:15.9,02.0
10:38:17.9,10:38:21.0,03.2
10:38:27.2,10:38:29.5,02.8
10:38:31.7,10:38:33.7,02.2
10:38:35.3,10:38:38.8,03.6
10:38:41.6,10:38:45.8,04.3
10:38:52.8,10:38:55.0,02.3
10:38:56.9,10:38:59.5,02.7
10:39:05.8,10:39:07.7,02.0
10:39:29.3,10:39:33.9,04.7
10:39:37.0,10:39:38.5,01.6
10:39:42.3,10:39:45.1,02.9
10:39:47.1,10:39:49.8,02.9
10:39:57.4,10:40:01.4,04.2
10:40:03.6,10:40:05.8,02.3
10:40:09.7,10:40:13.6,03.9
10:40:18.2,10:40:20.7,02.6
10:40:29.8,10:40:32.2,02.5
10:40:59.6,10:41:02.2,02.7
10:41:11.5,10:41:12.9,01.5
10:41:14.7,10:41:18.3,03.7
10:41:48.9,10:41:51.6,02.8
10:41:58.6,10:42:00.7,02.2
10:42:05.8,10:42:08.3,02.6
10:42:10.5,10:42:12.3,01.8
10:43:42.0,10:43:44.3,02.4
10:47:08.6,10:47:18.9,10.4
10:47:20.9,10:47:29.6,08.7
10:47:43.2,10:48:01.2,18.0
10:48:02.9,10:48:24.8,22.0
10:48:29.4,10:48:42.2,12.9
10:48:50.9,10:49:01.9,11.0
10:49:05.5,10:49:08.6,03.2
10:49:13.0,10:49:17.0,04.1
10:49:20.5,10:49:24.6,04.1
10:49:30.0,10:49:38.9,09.0
10:49:43.3,10:49:48.8,05.6
10:49:53.8,10:49:58.6,04.9
10:50:01.7,10:50:05.7,04.0
10:50:13.2,10:50:18.2,05.1
10:50:24.5,10:50:31.8,07.4
10:50:41.5,10:50:45.6,04.3
10:56:39.3,10:56:45.6,06.3
10:56:55.9,10:57:01.9,06.1
10:57:52.1,10:58:05.8,13.9
10:58:19.4,10:58:27.2,07.9
11:02:56.6,11:03:02.9,06.4
11:03:48.7,11:04:00.3,11.7
11:14:07.7,11:14:23.4,15.7
11:15:10.4,11:15:13.9,03.6
11:22:43.7,11:22:49.1,05.5
11:47:03.1,11:47:15.3,12.3
11:58:28.8,11:58:33.2,04.5
11:58:36.3,11:58:39.02,02.7
11:58:41.04,11:58:49.8,08.5
11:59:14.5,11:59:28.6,14.2
11:59:38.9,12:00:00.0,21.2
